site_no,sample_date,sample_time,Aquifer Code,Aquifer Type,Latitude,Longititude,Well Depth,Sampling Depth,Temperature,Electrical conductivity,Carbonate alkalinity,TDS,pH,O2(aq),N2(aq),NH4+,NO2-,NO3-,HPO4--,HS-,Ca++,Mg++,Na+,K+,Cl-,SO4--,F-,SiO2(aq),Fe++,Mn++,Al+++,CH4(aq),Lead,Arsenic,Akermanite,Al2(SO4)3,Al2(SO4)3^6H2O,Alabandite,Albite,Albite high,Albite low,Alunite,Amesite-14A,Amrph^silica,Analc-dehydr,Analcime,Andalusite,Andradite,Anhydrite,Annite,Anorthite,Antarcticite,Anthophyllite,Antigorite,Aragonite,Arcanite,Artinite,Bassanite,Beidellit-Ca,Beidellit-H,Beidellit-K,Beidellit-Mg,Beidellit-Na,Berlinite,Birnessite,Bischofite,Bixbyite,Bloedite,Boehmite,Brucite,Burkeite,Ca(OH)2(c),Ca-Al Pyroxene,Ca2Cl2(OH)2^H2O,Ca2Si3O8^5/2H2O,Ca2SiO4(gamma),Ca2SiO4^7/6H2O,Ca3Si2O7^3H2O,Ca3SiO5,Ca4Cl2(OH)6^13H2O,Ca4Si3O10^3/2H2O,Ca5Si6O17^11/2H2O,Ca5Si6O17^21/2H2O,Ca5Si6O17^3H2O,Ca6Si6O18^H2O,CaCl2^2H2O,CaCl2^4H2O,CaCl2^H2O,CaHPO4^2H2O,Calcite,Carnallite,CaSi2O5^2H2O,CaSO4^1/2H2O(beta),Chalcedony,Chamosite-7A,Chloromagnesite,Chrysotile,Clinochl-14A,Clinochl-7A,Clinoptil-Ca,Clinoptil-K,Clinoptil-Mg,Clinoptil-Na,Clinozoisite,Cordier^anhy,Cordier^hydr,Corundum,Cristobalite,Cronstedt-7A,Daphnite-14A,Daphnite-7A,Dawsonite,Diaspore,Diopside,Dolomite,Dolomite-dis,Dolomite-ord,Enstatite,Epidote,Epidote-ord,Epsomite,Fayalite,Fe(OH)2(ppd),Fe(OH)3(ppd),Fe2(SO4)3(c),FeF2(c),FeF3(c),FeO(c),Ferrite-2-Ca,Ferrite-Ca,Ferrite-Mg,Ferrosilite,FeSO4(c),Fluorapatite,Fluorite,Forsterite,Gaylussite,Gehlenite,Gibbsite,Goethite,Graphite,Greenalite,Grossular,Gypsum,Halite,Hausmannite,Hedenbergite,Hematite,Hercynite,Heulandite,Hexahydrite,Huntite,Hydromagnesite,Hydrophilite,Hydroxyapatite,Illite,Jadeite,Jarosite-K,Jarosite-Na,K-feldspar,K2CO3^3/2H2O,K8H4(CO3)6^3H2O,Kainite,Kalicinite,Kalsilite,Kaolinite,Kieserite,KMgCl3,KMgCl3^2H2O,KNaCO3^6H2O,Kyanite,Larnite,Laumontite,Lawrencite,Lawsonite,Leonhardtite,Lime,Magnesite,Magnetite,Manganite,Manganosite,Margarite,Maximum Microcline,Melanterite,Mercallite,Merwinite,Mg2Cl(OH)3^4H2O,MgCl2^2H2O,MgCl2^4H2O,MgCl2^H2O,MgF2(c),MgOHCl,MgSO4(c),MHSH(Mg1.5),Minnesotaite,Mirabilite,Misenite,Mn(OH)2(am),Mn(OH)3(c),Mn3(PO4)2(c),MnCl2^2H2O,MnCl2^4H2O,MnCl2^H2O,MnHPO4(c),MnSO4(c),Molysite,Monohydrocalcite,Monticellite,Mordenite-K,Mordenite-Na,Muscovite,Na2Si2O5,Na2SiO3,Na3H(SO4)2,Na4SiO4,Na6Si2O7,NaFeO2(c),Nepheline,Nesquehonite,Nontronit-Ca,Nontronit-K,Nontronit-Mg,Nontronit-Na,O-phth acid(c),Paragonite,Pargasite,Pentahydrite,Phengite,Phlogopite,Pirssonite,Portlandite,Prehnite,Pseudowollastonite,Pyrite,Pyrolusite,Pyrophyllite,Pyrrhotite,Quartz,Rankinite,Rhodochrosite,Rhodonite,Ripidolit-14A,Ripidolit-7A,Sanidine high,Saponite-Ca,Saponite-H,Saponite-K,Saponite-Mg,Saponite-Na,Scacchite,Sepiolite,Siderite,Sillimanite,Smectite-high-Fe-Mg,Smectite-low-Fe-Mg,Smectite-Reykjanes,Spinel,Strengite,Sulfur-Rhmb,Sylvite,Tachyhydrite,Talc,Tephroite,Thenardite,Todorokite,Tremolite,Tridymite,Troilite,Vivianite,Wairakite,Whitlockite,Wollastonite,Wustite,Zoisite
3.95E+14,5/19/1998,14:43,355LCKP,Lockport Dolomite,39.83754956,-84.7510685,221,,12.5,549,284,321,7.2,,,,,,,,67.8,23.5,21.1,1.05,2.84,11.9,1.02,15,1060,21.4,,,100,,-20.52,,,,,,,,,-0.7542,,,,,-2.959,,,-15.3,-21.94,-47.29,-0.1099,-11.48,-8.003,-3.591,,,,,,,,-16.11,,-15.4,,-6.083,-30.83,-12.13,,-26.79,-11.96,-19.93,-19.2,-35.57,-46.65,-45.57,-32.64,-32.64,-30.36,-36.69,-49.4,-19.67,-16.2,-19.86,,0.05639,-24.61,-5.888,-3.776,0.3534,,-34.67,-6.82,,,,,,,,,,,0.05688,,,,,,-6.565,0.7144,-0.9246,0.7144,-4.508,,,-5.455,-4.897,-4.069,,,-11.52,,-2.611,,,,-2.006,-12.26,,-0.4936,-10.92,-9.653,,,,,-2.673,,-2.657,-8.777,,-6.706,,,,-5.783,-4.925,-15.67,-23.66,,,,,,,-17.46,-61.91,-16.05,-6.795,,,-7.606,-42.66,-34.93,-12.04,,-21.47,,-22.89,,-6.661,-22.74,-1.05,,,-11.02,,,-6.611,-14.24,-33.22,-15.55,-25.05,-19.25,-28.62,-3.784,-17.08,-13.03,-11.83,-0.7518,-8.648,-95.86,-8.247,,,-19.12,-17.67,-20.79,,-13.9,,-0.914,-12.21,,,,-17.56,-18.3,-23.41,-56.04,-87.9,,,-4.134,,,,,,,,-6.107,,,-10.29,-12.13,,-6.798,,,,,0.6366,-27.18,-1.603,-6.04,,,,,,,,,-24.2,-9.067,-0.04277,,,,,,,,-9.572,-52.24,-3.53,-12.3,-10.08,,-14.75,0.4587,,,,,-6.377,,
3.95E+14,9/4/1987,12:40,344CLMB,Columbus Limestone,39.8400635,-83.008239,144,,13,952,,560,7.5,0.3,,1.4,,,,,70,51,46,7.8,79,38,1.6,7.8,240,200,,,10,,-18.83,,,,,,,,,-1.044,,,,4.219,-2.477,,,-12.41,-17.51,-29.15,,-9.298,,-3.109,,,,,,,47.8,-12.9,8.592,-13.46,,-5.113,,-11.47,,-23.25,-11.56,-18.91,-18.19,-34.19,-44.95,-40.82,-30.92,-31.17,-28.91,-35.2,-47.25,-16.76,-13.3,-16.95,,,-19.09,-5.834,-3.293,0.05963,,-31.41,-4.514,,,,,,,,,,,-0.2362,-8.108,,,,,-5.541,,,,-3.831,,,-4.661,-25.14,-14.05,1.916,-43.83,-21.76,-8.322,-12.59,-21.38,3.351,3.766,-12.28,-22.38,,-0.1336,-9.266,,,,6.44,,-33.2,,-2.18,-7.001,6.284,-16.62,13.8,,,-4.986,,,-20.74,,,,-3.967,-5.466,,,,-12.95,,,,-6.794,-37.1,-29.39,,,-20.45,,-30.59,,-5.858,-22.07,,2.373,4.17,-9.399,,,-16.76,-13.23,-30.87,-12.52,-21.81,-16.03,-25.36,-3.093,-14.97,-12.21,-10.53,-31.87,-7.532,-87.61,-6.632,-2.753,,-15.24,-13.81,-16.91,,-12.43,-37.78,,-10.89,,,,-16.84,-17.28,-21.79,-53.67,-84.49,-8.933,,,,,,,,,,-5.311,,,,-11.47,,-6.441,,8.334,,,0.3423,-25.81,,-4.72,,,,,,,,,-20.31,-6.98,,,,,,,,,-7.27,-42.89,-1.814,-9.367,-8.942,41.63,-10.99,0.1649,,,,,-6.021,-12.8,
3.95E+14,8/22/1988,13:30,344CLMB,Columbus Limestone,39.8400635,-83.008239,144,,15.5,,,814,7.2,,,,,,,,110,72,55,8.8,130,32,1.4,9.9,200,180,,,10,,-19.49,,,,,,,,,-0.9655,,,,,-2.421,,,-11.83,-19.18,-35.94,,-9.389,,-3.053,,,,,,,,-12.33,,-13.47,,-5.409,,-11.7,,-22.96,-11.95,-19.31,-18.62,-34.76,-45.44,-41.46,-31.75,-32.2,-30.03,-36.17,-48.39,-16.11,-12.7,-16.29,,,-18.31,-6.016,-3.233,0.1194,,-30.62,-5.364,,,,,,,,,,,-0.173,,,,,,-6.013,,,,-4.062,,,-4.684,-6.219,-4.617,,,-11.96,,-3.151,,,,-2.789,-12.53,,-0.1561,-9.775,,,,,,-4.861,,-2.15,-6.732,,-7.353,,,,-4.991,,,-20.04,,,,,,,,,-12.69,,,,-6.726,-36.11,-28.48,,,-20.83,,-20.16,,-5.832,-22.19,,,,-9.886,,,-7.03,-13.09,-31.74,-12.84,-21.13,-15.42,-24.64,-3.1,-14.75,-12.08,-10.58,-3.404,-7.645,-86.99,-7.147,,,-14.85,-13.45,-16.49,,-12.54,,,-11.37,,,,-16.99,-17.5,-21.67,-54,-84.9,,,,,,,,,,,-5.319,,,,-11.7,,-6.636,,,,,0.3996,-26.4,,-5.179,,,,,,,,,-19.86,-7.958,,,,,,,,,-7.049,-41.1,-2.556,-10.35,-8.941,,-12.69,0.2247,,,,,-6.222,,
3.95E+14,9/10/1991,15:10,344CLMB,Columbus Limestone,39.8400635,-83.008239,144,,12.9,545,,405,6.9,0.1,,0.96,0.01,0.04,,,44,26,22,4.6,41,84,0.6,4.8,14000,190,,,10,,-23.54,,,,,,,,,-1.253,,,,0.05266,-2.265,,,-13.15,-29.62,-68.45,,-9.336,,-2.897,,,,,,,-84.55,-13.73,-14.28,-13.56,,-6.605,,-12.87,,-25.4,-14.98,-21.92,-21.2,-38.81,-49.37,-45.74,-37.14,-39.42,-37.15,-43.45,-56.91,-17.51,-14.05,-17.7,,,-20.42,-7.649,-3.081,-0.1484,,-32.26,-9.401,,,,,,,,,,,-0.4444,13.42,,,,,-8.847,,,,-5.53,,,-4.539,-4.27,-3.505,2.242,-38.36,-10.83,-7.405,-2.046,-23.53,2.604,2.927,-1.944,-10.24,,-1.135,-12.46,,,,6.768,,-1.996,,-1.967,-7.591,-17.8,-7.9,14.45,,,-4.864,,,-21.49,,,,-0.5952,-2.174,,,,-13.33,,,,-6.675,-38.45,-30.73,,,-23.46,,-19.4,,-5.737,-23.47,,13.57,-7.263,-10.62,,,-4.606,-12.44,-36.98,-15.17,-22.65,-16.86,-26.21,-4.188,-16.14,-12.09,-11.16,-1.077,-7.75,-82.93,-7.85,-14.19,,-15.81,-14.37,-17.47,,-12.04,-36.48,,-13.99,,,,-19.09,-19.32,-21.32,-57.56,-90.43,-9.526,,,,,,,,,,-5.189,,,,-12.87,,-8.049,,-13.32,,,0.1343,-30.43,,-6.146,,,,,,,,,-20.88,-14.19,,,,,,,,,-7.769,-45.31,-7.117,-12.01,-9.164,-69.06,-22.91,-0.04314,,,,,-7.63,-3.901,
3.95E+14,9/10/1992,17:00,344CLMB,Columbus Limestone,39.8400635,-83.008239,144,,13.5,1330,,827,7,1.3,,1.5,0.01,0.11,,,100,67,53,9.1,100,65,1.3,9.5,180,220,,,10,,-21.21,,,,,,,,,-0.9621,,,,1.435,-2.158,,,-12.09,-22.99,-48.82,,-8.999,,-2.79,,,,,,,41.99,-12.61,6.984,-12.88,,-5.983,,-12.3,,-23.78,-13.01,-20.5,-19.78,-36.53,-47.34,-43.1,-34.03,-34.91,-32.67,-38.93,-51.8,-16.43,-12.98,-16.62,,,-18.65,-6.524,-2.973,0.1378,,-31.08,-6.982,,,,,,,,,,,-0.1573,-9.275,,,,,-7.099,,,,-4.621,,,-4.382,-25.81,-14.42,1.678,-40.72,-21.36,-7.399,-12.96,-23.5,2.036,2.423,-12.57,-21.58,,-0.2234,-10.92,,,,6.196,,-34.18,,-1.866,-6.852,3.716,-17.68,13.31,,,-4.703,,,-20.4,,,,-2.762,-4.329,,,,-12.51,,,,-6.496,-36.62,-28.92,,,-22.03,,-29.77,,-5.569,-22.88,,1.512,3.358,-10.35,,,-15.98,-12.49,-34.08,-13.71,-21.5,-15.73,-25.04,-3.204,-15.24,-11.9,-10.66,-32.69,-7.258,-82.94,-7.585,-3.547,,-15.03,-13.6,-16.69,,-12.21,-36.21,,-12.51,,,,-17.53,-18.05,-20.78,-55.26,-86.83,-9.589,,,,,,,,,,-5.028,,,,-12.3,,-7.2,,7.688,,,0.42,-28.15,,-5.595,,,,,,,,,-20.08,-10.02,,,,,,,,,-7.121,-41.98,-4.128,-11.2,-8.645,36.46,-16.43,0.2431,,,,,-6.782,-13.13,
3.95E+14,9/3/1987,14:40,344CLMB,Columbus Limestone,39.8539524,-83.0171282,140,,14,744,,627,10.4,0.5,,0.03,,,,,24,54,46,5.3,60,230,1,180,5,22,,,10,,-1.982,,,,,,,,,-0.6219,,,,16.52,-2.187,,,-13.22,23.82,108.1,,-8.791,,-2.819,,,,,,,55.41,-13.55,10.46,-12.18,,0.3218,,-6.17,,-18.79,0.2378,-7.899,-7.19,-17.46,-28.59,-25.95,-8.518,-2.29,-0.06284,-6.298,-13.02,-17.54,-14.11,-17.73,,,-20.04,0.2643,-3.001,0.4742,,-31.98,12.59,,,,,,,,,,,0.1798,-17.21,,,,,5.995,,,,2.021,,,-4.239,-29.46,-16.41,-0.4549,-63.34,-30.32,-19.98,-14.95,-15.49,3.894,4.464,-14.23,-29.7,,-1.088,2.028,,,,4.058,,-39.51,,-1.9,-7.124,9.051,-12.88,9.039,,,-4.557,,,-21.5,,,,-18.25,-19.71,,,,-12.8,,,,-6.336,-37.97,-30.29,,,-9.431,,-38.99,,-5.416,-16.73,,-4.758,5.088,-8.476,,,-24.13,-15.46,-8.711,-4.758,-22.42,-16.66,-25.95,-3.878,-12.54,-11.73,-7.341,-37.34,-6.727,-100.6,-5.72,-1.799,,-20.4,-18.98,-22.06,,-16.48,-49.15,,0.2545,,,,-10.15,-11,-23.03,-41.47,-65.96,-8.356,,,,,,,,,,-4.883,,,,-6.17,,-0.7382,,9.309,,,0.7559,-9.094,,-3.394,,,,,,,,,-25.45,17.19,,,,,,,,,-7.566,-44.98,16.11,-7.132,-8.092,48.26,30,0.5796,,,,,-0.3212,-15.03,
3.95E+14,4/2/1990,11:00,344CLMB,Columbus Limestone,39.8539524,-83.0171282,140,,12,1140,,1150,7,0.4,,0.87,,,,,180,85,43,6.5,67,560,1.4,7.5,330,460,,,10,,-21.45,,,,,,,,,-1.048,,,,1.925,-1.16,,,-12.33,-24.34,-52.39,,-8.42,,-1.792,,,,,,,41.94,-13,7.064,-11.34,,-6.097,,-12.3,,-23.99,-13.15,-20.55,-19.82,-36.65,-47.48,-43,-34.17,-35.17,-32.87,-39.23,-52.13,-16.72,-13.24,-16.92,,,-19.38,-6.622,-1.977,0.06377,,-31.61,-7.423,,,,,,,,,,,-0.2334,-8.116,,,,,-7.313,,,,-4.812,,,-3.499,-25.27,-14.11,1.952,-37.59,-20.97,-6.998,-12.65,-22.99,2.613,2.85,-12.33,-20.36,,-0.03596,-11.24,,,,6.488,,-33.36,,-0.8527,-7.143,3.93,-17.48,13.89,,,-3.83,,,-20.72,,,,-0.2917,-1.615,,,,-11.99,,,,-5.667,-37.48,-29.73,,,-22.1,,-29.83,,-4.715,-22.93,,2.405,3.423,-10.25,,,-14.69,-11.73,-34.32,-13.98,-21.97,-16.15,-25.54,-3.187,-15.55,-11.11,-9.902,-32.02,-6.52,-77.73,-7.471,-3.537,,-15.23,-13.78,-16.9,,-11.18,-36.56,,-12.68,,,,-18.01,-18.45,-19.26,-56.09,-88.14,-9.503,,,,,,,,,,-4.153,,,,-12.3,,-7.251,,7.624,,,0.3474,-28.26,,-5.553,,,,,,,,,-20.32,-10.83,,,,,,,,,-7.457,-43.07,-4.71,-11.04,-7.975,36.49,-17.43,0.169,,,,,-6.829,-12.86,
3.95E+14,8/31/1990,16:00,344CLMB,Columbus Limestone,39.8539524,-83.0171282,140,,14,1620,,1190,7.2,0.5,,0.97,,,,,190,89,47,5.3,67,580,1.1,8.2,330,220,,,10,,-19.75,,,,,,,,,-1.031,,,,3.546,-1.119,,,-12.33,-20.48,-39.56,,-8.63,,-1.751,,,,,,,42.9,-12.97,7.34,-11.24,,-5.539,,-11.71,,-23.44,-12.08,-19.4,-18.69,-34.91,-45.63,-41.68,-31.92,-32.46,-30.23,-36.47,-48.74,-16.65,-13.21,-16.84,,,-19.47,-6.097,-1.933,0.0656,,-31.4,-5.813,,,,,,,,,,,-0.2288,-7.846,,,,,-6.227,,,,-4.249,,,-3.488,-24.98,-13.97,1.985,-38.62,-21.5,-7.983,-12.51,-21.69,3.231,3.484,-12.19,-20.64,,-0.2633,-10.1,,,,6.498,,-32.98,,-0.832,-7.113,4.377,-16.8,13.92,,,-3.806,,,-20.61,,,,-0.9336,-2.376,,,,-12.05,,,,-5.585,-37.4,-29.72,,,-20.93,,-30.1,,-4.665,-22.27,,2.57,3.527,-10.03,,,-15.07,-12.08,-32.02,-13.26,-21.84,-16.09,-25.38,-3.371,-15.19,-10.98,-9.521,-31.63,-6.532,-80.08,-7.273,-3.359,,-15.51,-14.09,-17.17,,-11.42,-37.05,,-11.56,,,,-17.38,-17.83,-19.43,-54.71,-86.02,-9.124,,,,,,,,,,-4.132,,,,-11.71,,-6.69,,7.743,,,0.3473,-26.54,,-5.356,,,,,,,,,-20.56,-8.71,,,,,,,,,-7.572,-42.93,-3.106,-10.65,-7.896,37.32,-13.66,0.1709,,,,,-6.274,-12.71,
3.95E+14,8/31/1990,16:30,344CLMB,Columbus Limestone,39.8539524,-83.0171282,140,,14,1620,,1230,7.2,0.5,,1,,,,,190,87,47,5.6,69,620,1.1,8.1,290,210,,,10,,-19.79,,,,,,,,,-1.036,,,,3.394,-1.096,,,-12.31,-20.64,-40.05,,-8.553,,-1.728,,,,,,,42.7,-12.96,7.288,-11.19,,-5.556,,-11.72,,-23.43,-12.11,-19.42,-18.71,-34.95,-45.66,-41.69,-31.97,-32.53,-30.3,-36.54,-48.82,-16.63,-13.2,-16.82,,,-19.43,-6.115,-1.91,0.06033,,-31.39,-5.874,,,,,,,,,,,-0.2341,-8.078,,,,,-6.262,,,,-4.271,,,-3.474,-25.1,-14.02,1.929,-38.64,-21.56,-8.036,-12.56,-21.82,3.111,3.355,-12.26,-20.67,,-0.269,-10.14,,,,6.442,,-33.16,,-0.809,-7.102,4.299,-16.87,13.81,,,-3.792,,,-20.59,,,,-1.017,-2.484,,,,-12.01,,,,-5.57,-37.35,-29.67,,,-20.95,,-30.14,,-4.651,-22.28,,2.4,3.502,-10.06,,,-15.1,-12.02,-32.07,-13.28,-21.83,-16.08,-25.37,-3.385,-15.19,-10.96,-9.515,-31.83,-6.502,-79.68,-7.3,-3.385,,-15.52,-14.1,-17.17,,-11.42,-37.07,,-11.59,,,,-17.39,-17.84,-19.37,-54.72,-86.04,-9.181,,,,,,,,,,-4.118,,,,-11.72,,-6.704,,7.718,,,0.342,-26.58,,-5.389,,,,,,,,,-20.56,-8.809,,,,,,,,,-7.537,-42.9,-3.177,-10.71,-7.867,37.14,-13.8,0.1657,,,,,-6.287,-12.77,
3.95E+14,3/25/1991,14:00,344CLMB,Columbus Limestone,39.8539524,-83.0171282,140,,14.5,1300,,1040,7.5,,,1.1,0.01,0.05,,,130,85,46,5.3,77,560,1,4.9,460,450,,,10,,-18.65,,,,,,,,,-1.261,,,,,-1.258,,,-12.36,-18.04,-28.84,,-8.615,,-1.89,,,,,,,,-12.85,,-11.23,,-4.921,,-11.23,,-23.01,-11.84,-18.67,-17.97,-33.95,-44.4,-40.39,-30.73,-31.52,-29.31,-35.52,-47.3,-16.67,-13.24,-16.85,,,-19.29,-6.101,-2.072,-0.1684,,-31.24,-4.444,,,,,,,,,,,-0.4621,,,,,,-5.612,,,,-3.864,,,-3.49,-4.927,-3.826,,,-12.04,,-2.363,,,,-2.286,-11.09,,-0.5018,-9.096,,,,,,-3.038,,-0.9768,-7.056,,-6.657,,,,-3.804,,,-20.62,,,,,,,,,-11.98,,,,-5.568,-37.18,-29.51,,,-20.2,,-20.44,,-4.657,-21.77,,,,-9.078,,,-5.544,-12.37,-30.44,-12.31,-21.7,-15.96,-25.23,-3.453,-14.8,-10.95,-9.191,-2.158,-6.55,-81.84,-6.328,,,-15.06,-13.65,-16.71,,-11.07,,,-10.7,,,,-17.23,-17.44,-19.74,-53.66,-84.56,,,,,,,,,,,-4.131,,,,-11.23,,-6.452,,,,,0.1128,-25.58,,-4.646,,,,,,,,,-20.09,-7.672,,,,,,,,,-7.51,-42.71,-2.206,-8.993,-7.892,,-11.54,-0.06303,,,,,-6.036,,
3.95E+14,3/1/1996,16:03,344CLMB,Columbus Limestone,39.8628415,-82.99518289,170,,11.5,1130,264,703,7.1,,,0.36,0.01,0.05,,,94,43,86,6.8,130,170,0.8,9.6,45,1400,,,10,,-21.39,,,,,,,,,-0.9361,,,,,-1.821,,,-11.95,-23.87,-51.91,-0.2153,-8.787,-8.053,-2.454,,,,,,,,-12.64,,-11.84,,-6.165,-25.16,-12.35,,-23.64,-12.89,-20.55,-19.81,-36.59,-47.56,-42.68,-34.02,-34.71,-32.39,-38.78,-51.75,-16.35,-12.86,-16.55,,-0.04885,-18.68,-6.432,-2.639,0.1792,,-31.29,-7.379,,,,,,,,,,,-0.1187,,,,,,-7.192,0.6311,-1.016,0.6311,-4.765,,,-4.171,-8.469,-5.766,,,-13.25,,-4.311,,,,-3.878,-12.66,,-0.6769,-11.26,-8.627,,,,,-8.088,,-1.509,-6.532,,-8.958,,,,-4.505,-4.992,-15.69,-20.36,,,,,,,-15.99,-55.83,-12.34,-6.01,,,-6.357,-36.82,-29.05,-10.7,,-22.09,,-21.09,,-5.396,-23.01,-1.035,,,-9.549,,,-6.953,-12.23,-34.32,-13.87,-21.63,-15.8,-25.21,-3.857,-15.42,-11.81,-10.63,-6.517,-6.321,-81.04,-6.765,,,-14.1,-12.65,-15.78,,-11.1,,-1.018,-12.69,,,,-16.99,-17.55,-19.29,-54.44,-85.62,,,-4.132,,,,,,,,-4.828,,,-9.304,-12.35,,-7.186,,,,,0.4633,-28.19,-0.01727,-4.73,,,,,,,,,-19.2,-10.38,-1.65,,,,,,,,-7.119,-41.98,-4.433,-9.508,-7.798,,-16.9,0.2844,,,,,-6.763,,
3.95E+14,5/28/1998,12:20,355LCKP,Lockport Dolomite,39.8861671,-84.2510549,100,,13.7,863,282,462,7,6.2,,,,,,,89.2,37.5,36.9,0.82,79.4,38.9,0.25,9.41,10,4,,,100,,-21.56,,,,,,,,,-0.9687,,,,-1.249,-2.396,,,-12.34,-24.74,-54.8,-0.2188,-11.27,-8.165,-3.028,,,,,,,30.01,-13.05,3.823,-13.82,,-6.223,-28.76,-12.34,,-24.08,-13.13,-20.59,-19.88,-36.67,-47.46,-43.52,-34.23,-35.19,-32.95,-39.21,-52.11,-16.68,-13.23,-16.86,,-0.05266,-20.24,-6.589,-3.21,0.1297,,-31.51,-7.727,,,,,,,,,,,-0.1652,-14.64,,,,,-7.404,0.5937,-1.036,0.5937,-4.869,,,-4.819,-28.65,-15.84,0.4207,-43.77,-24.18,-10.76,-14.37,-26.09,-0.5227,-0.3307,-14,-23.18,,-1.678,-11.41,-9.606,,,4.937,,-38.45,,-2.106,-7.108,-1.191,-19.16,10.8,,,-5.139,-5.036,-15.82,-20.64,,,,-7.945,-8.651,,-17.93,-63.54,-14.08,-6.966,,,-6.926,-38.19,-30.5,-12.23,,-22.12,,-31.38,,-6.002,-22.91,-1.054,-2.422,1.774,-12.09,,,-17.59,-13.72,-34.46,-14.31,-21.94,-16.17,-25.48,-4.85,-15.58,-12.33,-11.21,-36.98,-7.764,-92.59,-9.328,-5.124,,-16.97,-15.55,-18.63,,-14.14,-37.75,-1.025,-12.81,,,,-17.85,-18.36,-21.62,-55.86,-87.73,-10.99,,-4.124,,,,,OGS,,,-5.464,,,-10.2,-12.34,,-7.252,,6.275,,,0.4117,-28.3,-2.556,-7.347,,,,,,,,,-22.02,-11.04,-11.67,,,,,,,,-8.263,-43.12,-4.89,-14.69,-9.143,25.89,-17.8,0.235,,,,,-6.834,-14.45,
3.95E+14,8/20/1979,11:20,344CLMB,Columbus Limestone,39.88728577,-83.0385179,220,,14,1100,,619,7.2,,,0.53,,,,,110,44,28,2.3,2.7,200,1.7,15,3000,30,,,,,-19.69,,,,,,,,,-0.7696,,,,,-1.619,,,-15.2,-19.87,-40.2,,-9.685,,-2.251,,,,,,,,-15.94,,-12.61,,-5.751,,-11.84,,-26.45,-11.55,-19.39,-18.68,-34.77,-45.75,-44.94,-31.65,-31.53,-29.3,-35.54,-47.94,-19.53,-16.09,-19.71,,,-24.15,-5.702,-2.434,0.3265,,-34.36,-5.926,,,,,,,,,,,0.03206,,,,,,-6.044,,,,-4.2,,,-4.073,-3.872,-3.544,,,-10.64,,-2.083,,,,-1.51,-10.59,,0.05325,-10.27,,,,,,-1.193,,-1.333,-8.695,,-5.982,,,,-4.391,,,-23.49,,,,,,,,,-14.36,,,,-6.169,-42.08,-34.4,,,-20.92,,-22.43,,-5.25,-22.4,,,,-10.79,,,-5.021,-12.79,-32.09,-15.06,-24.8,-19.05,-28.34,-3.138,-16.77,-11.56,-10.21,0.677,-7.317,-85.42,-8.039,,,-19.03,-17.61,-20.69,,-12.56,,,-11.64,,,,-17.27,-17.98,-20.8,-55.27,-86.74,,,,,,,,,,,-4.716,,,,-11.84,,-6.557,,,,,0.6082,-26.4,,-5.862,,,,,,,,,-24.08,-7.991,,,,,,,,,-9.289,-51.73,-2.697,-11.92,-8.682,,-12.89,0.4318,,,,,-6.14,,
3.95E+14,4/9/1982,12:00,344CLMB,Columbus Limestone,39.88728577,-83.0385179,220,,11.5,901,,597,6.8,,,0.74,,,,,101,43,28,2.4,2.3,220,1.8,11,1300,10,,,  ,1,-22.92,,,,,,,,,-0.8771,,,,,-1.629,,,-15.37,-27.44,-64.77,,-9.551,,-2.262,,,,,,,,-16.11,,-12.52,,-6.742,,-12.89,,-27.6,-13.78,-21.56,-20.82,-38.08,-49.1,-47.71,-35.99,-37.03,-34.71,-41.1,-54.61,-19.77,-16.28,-19.97,,,-24.34,-6.849,-2.447,0.2382,,-34.76,-8.992,,,,,,,,,,,-0.05968,,,,,,-8.187,,,,-5.283,,,-4.021,-6.584,-4.853,,,-11.02,,-3.398,,,,-2.905,-11.02,,0.1033,-12.36,,,,,,-5.231,,-1.317,-8.755,,-8.461,,,,-4.355,,,-23.79,,,,,,,,,-14.38,,,,-6.207,-42.48,-34.71,,,-23.11,,-23.06,,-5.246,-23.55,,,,-12.26,,,-5.312,-12.24,-36.38,-16.47,-25.1,-19.27,-28.67,-3.119,-17.44,-11.66,-10.77,-3.541,-7.148,-81.92,-9.475,,,-19.7,-18.24,-21.38,,-13.08,,,-13.74,,,,-18.43,-19.05,-20.17,-57.49,-90.17,,,,,,,,,,,-4.678,,,,-12.89,,-7.662,,,,,0.5224,-29.68,,-7.381,,,,,,,,,-24.8,-12.33,,,,,,,,,-9.309,-52.34,-5.928,-14.87,-8.626,,-20.39,0.3435,,,,,-7.239,,
